id,referrer_url,heard_ea,is_ea,metaethics,cause_import_poverty,cause_import_environmentalism,cause_import_animals,cause_import_rationality,cause_import_politics,cause_import_ai,cause_import_xrisk,cause_import_non_ai_far_future,cause_import_cause_prioritization,cause_import_meta,cause_import_other,diet,first_heard_EA,invovled_personal_contact,involved_80K,involved_TLYCS,involved_lesswrong,involved_GWWC,involved_givewell,involved_friends,involved_online_ea,involved_local_EA,friendcount,donate_2013_c,income_2013_c,donate_80K,donate_amf,donate_ace,donate_cea,donate_cfar,donate_dtw,donate_gd,donate_gw,donate_gwwc,donate_thl,donate_leverage,donate_miri,donate_phc,donate_sci,donate_vo,career_path,age,gender,student,country,city,religion,ea_id
1784,http://survey.effectivealtruismhub.com/?s=14,Yes,Yes,"No opinion, or not familiar with these terms",Yes,Yes,No,No,No,No,No,No,No,No,NA,Vegan,Giving What We Can,Yes,No,No,No,Yes,Yes,Yes,No,Yes,11-20 friends,"US$ 5,000","US$ 30,000",No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Research,23,Male,No,United States,"Washington, DC","Atheist, agnostic or non-religious",d58b9153741c4b3a4e146b79974066d9
1785,http://survey.effectivealtruismhub.com/?tlcch,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1786,http://survey.effectivealtruismhub.com/?trn~f-c,Yes,Yes,Consequentialist/utilitarian,No,No,No,Yes,No,Yes,Yes,No,No,Yes,NA,Reducing the amount of meat I eat,Search engine,Yes,No,No,Yes,No,No,Yes,Yes,No,Over 20 friends,$100 (US dollars),$40k (US dollars),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Other,33,Female,No,United States,San Francisco,"Atheist, agnostic or non-religious",3150c2d7454faff4ebd852ac3748c19a
1787,http://survey.effectivealtruismhub.com/?tlcch,No,N/A,Consequentialist/utilitarian,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,NA,Vegetarian,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,US $100,US $1500,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Research,18,Male,Yes,United States,"Chicago, Il.",Jewish,841e5f41cf8d3806e349c6c99d89ca4a
1788,http://survey.effectivealtruismhub.com/?s=14,No,No,Virtue ethics,Yes,Yes,No,Yes,No,No,No,No,No,No,NA,Near vegetarian,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,300,9201,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Earning to Give,30,Male,Yes,Canada,Victoria,"Atheist, agnostic or non-religious",5f88196f13bd0ffa79be27a88ae68c66
1789,http://survey.effectivealtruismhub.com/?s=14,Yes,No,Consequentialist/utilitarian,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,NA,Reducing the amount of meat I eat,NA,No,No,No,No,No,No,Yes,No,No,0-5 friends,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None of these,NA,Male,No,United States,Sf,Christian,NA
1790,http://survey.effectivealtruismhub.com/,Yes,Yes,Consequentialist/utilitarian,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,Reducing the amount of meat I eat,Friend,Yes,No,No,No,No,No,Yes,Yes,No,0-5 friends,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,8ffa67f79b692ce231148830bd78b7cb
1791,http://survey.effectivealtruismhub.com/,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1792,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1793,http://survey.effectivealtruismhub.com/,Yes,Yes,Consequentialist/utilitarian,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,NA,Meat-eating,Giving What We Can,Yes,No,No,No,Yes,No,Yes,No,No,6-10 friends,1417.50,18553.18,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,None of these,24,Female,No,United Kingdom,Oxford,Christian,073b8beb7e92e8a5f8e2d23f11c70940
1794,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1795,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1796,http://survey.effectivealtruismhub.com/?s=14,No,Yes,"No opinion, or not familiar with these terms",Yes,No,No,No,Yes,No,No,No,No,No,NA,Near vegetarian,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,£500,25000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Other,65,Female,No,United Kingdom,London,Christian,NA
1797,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1798,http://survey.effectivealtruismhub.com/?eah-profiles,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1799,http://survey.effectivealtruismhub.com/,Yes,Yes,Consequentialist/utilitarian,Yes,No,Yes,No,Yes,No,No,No,No,Yes,NA,Meat-eating,Friend,Yes,Yes,No,No,Yes,No,Yes,No,Yes,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Earning to Give,21,Male,Yes,United Kingdom,Oxford,Christian,bbe6971e5d58e9fd6a8833436b2a29ca
1800,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1801,http://survey.effectivealtruismhub.com/?s=14,Yes,Yes,Other,Yes,No,No,No,No,No,No,No,No,Yes,NA,Meat-eating,Giving What We Can,Yes,No,No,No,Yes,No,No,No,No,0-5 friends,1500,80000,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Research,24,Female,No,United Kingdom,London,"Atheist, agnostic or non-religious",08d184d0fc2b76ba11950dedda3df334
1802,http://survey.effectivealtruismhub.com/,Yes,Yes,Consequentialist/utilitarian,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,N/A,NA,NA,NA,NA
1803,http://survey.effectivealtruismhub.com/index.php/,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1804,http://survey.effectivealtruismhub.com/?tlcch,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,NA,Vegetarian,Other,No,No,No,No,No,No,No,No,No,0-5 friends,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None of these,20,Male,Yes,United States,Chicago,Other,5603f5939ebd0d46f1f74fd87e0cdbd6
1805,http://survey.effectivealtruismhub.com/,Yes,Yes,NA,Yes,No,No,No,No,No,No,No,No,Yes,NA,Meat-eating,LessWrong,No,No,No,Yes,Yes,Yes,No,Yes,No,0-5 friends,NA,NA,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,None of these,25,Male,No,United Kingdom,London,"Atheist, agnostic or non-religious",702c3fe2a7f8589be43e5e95265fcf6a
1806,http://survey.effectivealtruismhub.com/,Yes,Yes,Consequentialist/utilitarian,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,NA,Meat-eating,"80,000 Hours",Yes,Yes,No,No,No,Yes,Yes,No,No,0-5 friends,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,18f047f6a9ebeb7153426064d6ce1f57
1807,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1808,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1809,http://survey.effectivealtruismhub.com/,Yes,Yes,Consequentialist/utilitarian,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,NA,Vegetarian,Giving What We Can,Yes,No,Yes,No,Yes,No,No,No,No,0-5 friends,Approx £500,Approx £3000,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Earning to Give,23,Male,No,United Kingdom,London,"Atheist, agnostic or non-religious",9a9f3544a1a1db958d4060f48d7c7074
1810,http://survey.effectivealtruismhub.com/?s=9,Yes,N/A,NA,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1811,http://philosofiles.com/all-new-sites/limesurvey/index.php/847886/lang-en,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1812,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1813,http://survey.effectivealtruismhub.com/?tf~c,Yes,Yes,Consequentialist/utilitarian,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,NA,Reducing the amount of meat I eat,Giving What We Can,No,No,No,No,No,Yes,No,No,No,0-5 friends,2000 €,18000 €,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Direct charity/non-profit work,24,Male,No,Belgium,Brussels,"Atheist, agnostic or non-religious",NA
1814,http://survey.effectivealtruismhub.com/?s=14,Yes,Yes,"No opinion, or not familiar with these terms",Yes,Yes,No,No,Yes,No,No,No,No,No,NA,Reducing the amount of meat I eat,Giving What We Can,No,No,No,No,Yes,No,No,No,No,0-5 friends,"£4,500","£45,000",No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Direct charity/non-profit work,26,Male,No,United Kingdom,London,"Atheist, agnostic or non-religious",NA
1815,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1816,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1817,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1818,http://survey.effectivealtruismhub.com/,Yes,No,Other,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,NA,Vegetarian,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1819,http://survey.effectivealtruismhub.com/?tcnr,Yes,Yes,Consequentialist/utilitarian,Yes,No,No,No,No,No,No,Yes,Yes,Yes,NA,Vegetarian,Friend,Yes,No,No,No,Yes,No,No,No,Yes,11-20 friends,NA,NA,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Research,21,Male,Yes,United Kingdom,Cambridge,"Atheist, agnostic or non-religious",e59b8a7e147d3dde7b980fc94bc25c8b
1820,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1821,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1822,http://survey.effectivealtruismhub.com/,Yes,Yes,Deontology,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,NA,Vegetarian,NA,No,No,Yes,No,No,No,No,No,No,0-5 friends,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,N/A,NA,NA,NA,NA
1823,http://www.limesurvey.org/en/forum/development/96775-bug-survey-takers-redirected-back-to-already-completed-pages,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1824,http://survey.effectivealtruismhub.com,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1825,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1826,http://survey.effectivealtruismhub.com/?s=14,Yes,Yes,Other,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,NA,Meat-eating,LessWrong,No,No,No,No,Yes,Yes,No,No,No,0-5 friends,0,$18 (total) ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Other,21,Male,No,United States,"Grand Rapids, MI ","Atheist, agnostic or non-religious",a38e0c6d57245096e90fe2e8d64070c5
1827,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1828,http://survey.effectivealtruismhub.com/?s=14,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1829,http://philosofiles.com/all-new-sites/limesurvey/index.php/847886/lang-en,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1830,http://survey.effectivealtruismhub.com/?rockstar,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1831,http://survey.effectivealtruismhub.com/?s=14,Yes,Yes,"No opinion, or not familiar with these terms",Yes,Yes,Yes,No,Yes,No,No,No,No,No,Human rights,Near vegetarian,Friend,Yes,No,No,No,Yes,No,No,No,No,0-5 friends,£1000,"N/A, I'm a student",No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,None of these,26,Female,Yes,United Kingdom,London,"Atheist, agnostic or non-religious",212d3f378d5ecdb19656e53cbd101986
1832,http://survey.effectivealtruismhub.com/?s=14,Yes,Yes,"No opinion, or not familiar with these terms",Yes,Yes,No,No,Yes,No,Yes,No,No,No,NA,Reducing the amount of meat I eat,Giving What We Can,No,No,No,No,Yes,Yes,No,No,No,0-5 friends,£7000,£35000,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,25,Male,No,United Kingdom,London,"Atheist, agnostic or non-religious",NA
1833,http://survey.effectivealtruismhub.com/?rockstar,Yes,No,NA,No,No,No,No,No,No,No,No,No,Yes,NA,Meat-eating,Search engine,No,Yes,No,Yes,Yes,No,No,Yes,No,6-10 friends,20000,NA,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Research,60,Male,No,United States,Atlanta,"Atheist, agnostic or non-religious",NA
1834,http://survey.effectivealtruismhub.com/?rockstar,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1835,http://survey.effectivealtruismhub.com/?rockstar,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1836,http://survey.effectivealtruismhub.com/?s=14,No,No,Consequentialist/utilitarian,No,Yes,No,Yes,No,No,Yes,No,No,No,NA,Near vegetarian,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,0,130000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Earning to Give,30,Male,N/A,United States,Phoenix,"Atheist, agnostic or non-religious",762df5d44c9d031bf1073979f2b13e36
1837,http://survey.effectivealtruismhub.com/?tf~c,Yes,Yes,Consequentialist/utilitarian,Yes,Yes,Yes,No,Yes,No,No,No,No,No,NA,Vegan,Giving What We Can,Yes,No,No,No,Yes,No,No,No,No,6-10 friends,"1,200","13,000",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Other,29,Male,Yes,United Kingdom,Leamington Spa,"Atheist, agnostic or non-religious",7a9540ff5c44625bd438a71d89906266
1838,http://survey.effectivealtruismhub.com/?p,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1839,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1840,http://philosofiles.com/all-new-sites/limesurvey/index.php/847886/lang-en,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1841,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1842,http://survey.effectivealtruismhub.com/?tlcch,Yes,N/A,Other,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1843,NA,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1844,http://survey.effectivealtruismhub.com/?s=9,N/A,N/A,NA,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,N/A,NA,NA,NA,NA
1845,http://philosofiles.com/all-new-sites/limesurvey/index.php/847886/lang-en,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,N/A,NA,NA,NA,NA
1846,http://survey.effectivealtruismhub.com/?tfc,N/A,N/A,NA,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,N/A,NA,NA,NA,NA
1847,http://survey.effectivealtruismhub.com/?p,Yes,No,Consequentialist/utilitarian,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,NA,Meat-eating,TED Talk (Peter Singer),Yes,No,No,No,No,No,No,No,No,0-5 friends,NA,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Research,22,Male,Yes,Switzerland,Baden,"Atheist, agnostic or non-religious",NA
1848,http://survey.effectivealtruismhub.com/?tf~c,Yes,Yes,Consequentialist/utilitarian,Yes,Yes,No,No,No,No,No,No,No,Yes,NA,Near vegetarian,Giving What We Can,Yes,No,No,No,Yes,No,Yes,No,Yes,0-5 friends,GB £ 1000,GB £ 5000,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Earning to Give,28,Male,No,Sweden,Uppsala,"Atheist, agnostic or non-religious",a51fd8050790fd39cd8855be2974792f
