"","ea_id","id.x","is_ea.x","age.x","metaethics.x","cause_import_poverty.x","cause_import_environmentalism.x","cause_import_rationality.x","cause_import_politics.x","cause_import_ai.x","cause_import_non_ai_far_future.x","cause_import_cause_prioritization.x","cause_import_meta.x","cause_import_other.x","first_heard_EA.x","involved_80K.x","involved_TLYCS.x","involved_lesswrong.x","involved_GWWC.x","involved_givewell.x","involved_online_ea.x","involved_local_EA.x","donate_80K.x","donate_amf.x","donate_ace.x","donate_cea.x","donate_cfar.x","donate_dtw.x","donate_gd.x","donate_gw.x","donate_gwwc.x","donate_thl.x","donate_leverage.x","donate_miri.x","donate_phc.x","donate_sci.x","donate_vo.x","student.x","career_path.x","referrer_url.x","heard_ea.x","gender.x","religion.x","country.x","city.x","veg.x","cause_import_animal_welfare.x","involved_personal_contact.x","donate_2013_c","income_2013_c","id.y","is_ea.y","age.y","metaethics.y","cause_import_poverty.y","cause_import_environmentalism.y","cause_import_rationality.y","cause_import_politics.y","cause_import_ai.y","cause_import_non_ai_far_future.y","cause_import_cause_prioritization.y","cause_import_meta.y","cause_import_other.y","first_heard_EA.y","involved_80K.y","involved_TLYCS.y","involved_lesswrong.y","involved_GWWC.y","involved_givewell.y","involved_online_ea.y","involved_local_EA.y","donate_80K.y","donate_amf.y","donate_ace.y","donate_cea.y","donate_cfar.y","donate_dtw.y","donate_gd.y","donate_gw.y","donate_gwwc.y","donate_thl.y","donate_leverage.y","donate_miri.y","donate_phc.y","donate_sci.y","donate_vo.y","student.y","career_path.y","referrer_url.y","heard_ea.y","gender.y","religion.y","country.y","city.y","veg.y","cause_import_animal_welfare.y","involved_personal_contact.y","donate_2014","income_2014"
"25","6fafec346dbbd48ef935870d54440cac",2520,"Yes","22","Consequentialist/utilitarian","Yes","No","No","Yes","No","No","No","No","","The Life You Can Save","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Research","http://survey.effectivealtruismhub.com/","Yes","Male","Christian","United States","Washington, D.C.","Vegan","Yes","No",1800,"7500","105","Yes","23","Other","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause deserves significant investment but less than the top priorities",NA,"Book/article/blog post etc. (please specify which, if you can)","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Research","http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=fbsample","Yes","Male","Christian","USA","Washington DC (US)","Vegan","This cause is the top priority","Yes","3068.39","30500"
"26","7dd3f45f483241499f7bf6255653622c",2850,"Yes","","Consequentialist/utilitarian","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","","TED Talk (Peter Singer)","No","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","http://survey.effectivealtruismhub.com/?t21","Yes","","","","","Vegan","Yes","No",NA,"","204","Yes","33",NA,"This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is near the top priority","This cause is the top priority","This cause is near the top priority",NA,"Book/article/blog post etc. (please specify which, if you can)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Earning to give","http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=fbsample","Yes","Male","Atheist, agnostic or non-religious","USA","Washington DC (US)","Eat meat, but try to reduce the amount I eat","This cause is near the top priority","No","0","275000"
"27","7ef30879cb306933cce475ad8c7a63c9",1686,"No","27","Consequentialist/utilitarian","Yes","No","Yes","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","http://survey.effectivealtruismhub.com/?s=14","No","Male","Christian","Russia","Moscow","Near vegetarian","No","N/A",3500,"36000$","3251","Yes","29",NA,"This cause is near the top priority","This cause is near the top priority","This cause is the top priority","I do not think any EA resources should be devoted to this cause","This cause is the top priority","This cause is near the top priority","Not considered/Not at all sure","This cause deserves significant investment but less than the top priorities","Not considered/Not at all sure","LessWrong","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Earning to give",NA,"Yes","Male","Christian","Russia","Other","Pescetarian","I do not think this is a priority, but I am glad some EAs are looking into it","No","1500","15000"
"28","7fbd29864d80d6cc3cb71dc6eb0110e9",1831,"Yes","26","No opinion, or not familiar with these terms","Yes","Yes","No","Yes","No","No","No","No","Human rights","Friend","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","None of these","http://survey.effectivealtruismhub.com/?s=14","Yes","Female","Atheist, agnostic or non-religious","United Kingdom","London","Near vegetarian","Yes","Yes",1619.89,"N/A, I'm a student","3209","Yes","27",NA,"This cause is near the top priority","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","I do not think any EA resources should be devoted to this cause","I do not think any EA resources should be devoted to this cause","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think any EA resources should be devoted to this cause",NA,"Personal Contact (e.g. Friend, Colleague, Relative)","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","None of these",NA,"Yes","Female","Atheist, agnostic or non-religious","UK","London (UK)","Vegetarian","This cause deserves significant investment but less than the top priorities","No",NA,NA
"29","8320c894c0ba27b811ba38de3936f8f8",1633,"Yes","24","No opinion, or not familiar with these terms","Yes","No","No","No","No","Yes","No","No","","Facebook","No","No","No","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","Research","http://survey.effectivealtruismhub.com/?tf~c","Yes","Male","Atheist, agnostic or non-religious","Singapore","Singapore","Reducing the amount of meat I eat","Yes","No",4857.69,"£14000 (GBP)","3168","Yes","26",NA,"This cause is the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority","This cause deserves significant investment but less than the top priorities",NA,"Facebook","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Research","http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=LocalGroup","Yes",NA,"Atheist, agnostic or non-religious","UK",NA,NA,"I do not think this is a priority, but I am glad some EAs are looking into it","No","3184","14500"
"30","863dfc36ab2bfe97404cc8fc074a5241",1939,"Yes","22","No opinion, or not familiar with these terms","Yes","No","No","No","No","No","No","Yes","","LessWrong","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","None of these","http://survey.effectivealtruismhub.com/?s=14","Yes","Male","Atheist, agnostic or non-religious","United States","seattle","Meat-eating","No","No",2000,"30000","1285","Yes","23",NA,NA,"This cause deserves significant investment but less than the top priorities","This cause is the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause is the top priority","Not considered/Not at all sure","The Life You Can Save","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Earning to give","http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=SSC","N/A","Male","Atheist, agnostic or non-religious","USA","Washington DC (US)","Eat meat, but try to reduce the amount I eat","I do not think this is a priority, but I am glad some EAs are looking into it","No","0","10000"
"31","8a61d5f15c11eeb899eacee3e0e0bd6a",1602,"Yes","21","Consequentialist/utilitarian","Yes","No","Yes","No","Yes","Yes","Yes","Yes","","GiveWell","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Earning to Give","http://survey.effectivealtruismhub.com/?p","Yes","Male","Atheist, agnostic or non-religious","United Kingdom","Cambridge","Reducing the amount of meat I eat","No","No",0,"0","159","Yes","22",NA,"This cause is near the top priority","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is the top priority",NA,"GiveWell","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes",NA,"http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=fbsample","Yes","Male","Atheist, agnostic or non-religious","United Kingdom","Cambridge (UK)","Vegetarian","This cause deserves significant investment but less than the top priorities","Yes","12500","27000"
"32","910f04176b3e05362fc5b25cbf89e7a7",1864,"Yes","23","Consequentialist/utilitarian","Yes","No","No","No","No","No","No","No","","Giving What We Can","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Earning to Give","http://survey.effectivealtruismhub.com/?s=14","Yes","Female","Atheist, agnostic or non-religious","United Kingdom","London","Vegetarian","No","No",2570,"25700","3298","Yes","25",NA,"This cause is the top priority","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","Not considered/Not at all sure","Giving What We Can","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","None of these",NA,"Yes","Female",NA,"UK","London (UK)","Vegetarian","I do not think this is a priority, but I am glad some EAs are looking into it","No","2600","26000"
"33","959517fa193b8740a2659b171cf6ae96",1617,"Yes","22","Virtue ethics","Yes","Yes","Yes","No","No","No","Yes","Yes","","Other","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Research","http://survey.effectivealtruismhub.com/?p","Yes","Male","Atheist, agnostic or non-religious","Canada","Vancouver","Near vegetarian","Yes","Yes",NA,"","2962","Yes","23",NA,"This cause is the top priority","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities",NA,"Personal Contact (e.g. Friend, Colleague, Relative)","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Earning to give",NA,"Yes","Male","Atheist, agnostic or non-religious","Canada","Vancouver (CA)","Vegetarian","This cause is near the top priority","Yes",NA,NA
"34","96ed3624b190e5a829b7d1c0daf54fe5",2329,"Yes","26","No opinion, or not familiar with these terms","Yes","No","No","No","No","No","No","No","","Other","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Earning to Give","http://survey.effectivealtruismhub.com/","Yes","","Atheist, agnostic or non-religious","United Kingdom","London","Other","No","No",384,"UK £30000","239","Yes","27",NA,"This cause is the top priority","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities",NA,"Local EA group","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Earning to give","http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=fbsample","Yes","Male","Atheist, agnostic or non-religious","UK","London (UK)","Vegan","This cause deserves significant investment but less than the top priorities","Yes","240","31000"
"35","9877ff07bb9d6828f2481545788e2ca8",1770,"No","30","No opinion, or not familiar with these terms","No","No","Yes","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Other","http://survey.effectivealtruismhub.com/?s=14","No","Male","Atheist, agnostic or non-religious","Indonesia","Jakarta","Meat-eating","No","N/A",16435.21,"Rp100.000.000,-","3186","No","33",NA,"This cause is the top priority","This cause is near the top priority","This cause is the top priority","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is near the top priority","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","LessWrong","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None of these",NA,"Yes","Male","Atheist, agnostic or non-religious","Indonesia","Other",NA,"I do not think this is a priority, but I am glad some EAs are looking into it","No",NA,"22456"
"36","a07ab3fe7c215ad25e38ae7903a1a872",1535,"No","","Other","Yes","No","Yes","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","http://survey.effectivealtruismhub.com/?s=14","No","","","","","Other","No","N/A",NA,"","3221","No","27",NA,"This cause is the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority",NA,"This cause is near the top priority",NA,"Search Engine","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None of these",NA,"No","Male","Atheist, agnostic or non-religious","UK","Other","Eat meat, but try to reduce the amount I eat","This cause deserves significant investment but less than the top priorities","No",NA,NA
"37","a1e0c9264a5ef57bc55efcc0b7db9ef0",1757,"Yes","27","Virtue ethics","No","No","No","No","No","No","Yes","Yes","","LessWrong","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Direct charity/non-profit work","http://survey.effectivealtruismhub.com/?s=14","Yes","Male","","Poland","Krakow","Meat-eating","No","No",NA,"","284","Yes","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LessWrong","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,"Yes","Male",NA,"Poland","Other",NA,NA,"Yes",NA,NA
"38","a2b491eb6eed84c8d0b1be227bd1f6e6",1749,"Yes","26","Consequentialist/utilitarian","Yes","No","Yes","No","Yes","Yes","Yes","Yes","","Friend","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","Yes","Research","http://survey.effectivealtruismhub.com/?rockstar","Yes","Male","Atheist, agnostic or non-religious","United Kingdom","Cambridge","Reducing the amount of meat I eat","No","Yes",1619.8,"GBP 10000","3265","Yes","28","Realism","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","Personal Contact (e.g. Friend, Colleague, Relative)","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","Research",NA,"Yes","Male","Atheist, agnostic or non-religious","Australia","Other","Eat meat, but try to reduce the amount I eat","This cause deserves significant investment but less than the top priorities","Yes","500","10000"
"39","a5e336c77774ded3b7a2eb214656cf2e",1639,"Yes","22","Consequentialist/utilitarian","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","80,000 Hours","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Research","http://survey.effectivealtruismhub.com/?p","Yes","Male","Atheist, agnostic or non-religious","United States","New Haven, CT","Vegan","Yes","Yes",1200,"12000","2883","Yes","24","Anti-realism (non-cognitivism)",NA,"I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause is the top priority","This cause is near the top priority","This cause deserves significant investment but less than the top priorities","Not considered/Not at all sure","Other (please specify in the comment box)","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Direct charity/non-profit work","http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=gwwc-fb-group-message","Yes","Male","Atheist, agnostic or non-religious","USA","Other","Vegan","This cause is the top priority","Yes","4000","38000"
"40","a9c403a8aea3bec703ea6bd5d93d1c59",2461,"Yes","25","Virtue ethics","Yes","Yes","No","Yes","No","No","Yes","No","","TED Talk (Peter Singer)","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Direct charity/non-profit work","http://survey.effectivealtruismhub.com/","Yes","Female","Atheist, agnostic or non-religious","United States","Seattle","Reducing the amount of meat I eat","No","Yes",NA,"$36,613","235","Yes","26",NA,"This cause is near the top priority","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","I do not think any EA resources should be devoted to this cause","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities",NA,"GiveWell","No","No","No","No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Direct charity/non-profit work",NA,"Yes","Female","Atheist, agnostic or non-religious","USA","Other","Eat meat, but try to reduce the amount I eat","I do not think this is a priority, but I am glad some EAs are looking into it","Yes",NA,"37000"
"41","ab5b8dba29a3bb6677fff7e681ff71e9",2895,"Yes","22","Other","No","No","Yes","No","Yes","Yes","Yes","Yes","Philosophical progress","LessWrong","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Research","http://survey.effectivealtruismhub.com/","Yes","Male","Atheist, agnostic or non-religious","United States","Washington, DC","Meat-eating","No","No",0,"0","820",NA,"23","Anti-realism (non-cognitivism)","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority","This cause is near the top priority","This cause is the top priority","This cause deserves significant investment but less than the top priorities",NA,"LessWrong","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Research","http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=survey-site-homepage","N/A","Male","Atheist, agnostic or non-religious","USA","Other","Eat meat, but try to reduce the amount I eat","This cause deserves significant investment but less than the top priorities","Yes","40","6000"
"42","ad0a7fac20dd67a5dfb97e77c0af8c30",1612,"Yes","32","Consequentialist/utilitarian","No","No","Yes","No","No","No","Yes","Yes","","LessWrong","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Earning to Give","http://survey.effectivealtruismhub.com/?p","Yes","Male","Atheist, agnostic or non-religious","United States","Durham, NC","Other","No","No",0,"~$55,000 USD","1676","Yes","34",NA,NA,NA,"This cause deserves significant investment but less than the top priorities",NA,"This cause is near the top priority","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is near the top priority",NA,"LessWrong","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Earning to give",NA,"Yes","Male","Atheist, agnostic or non-religious","USA","Other","Pescetarian",NA,"No","450","55000"
"43","af10fd89c7573aad5623844411541142",1743,"No","59","No opinion, or not familiar with these terms","Yes","Yes","Yes","No","Yes","No","No","No","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Other","http://survey.effectivealtruismhub.com/?rockstar","No","Male","Atheist, agnostic or non-religious","United Kingdom","Preston","Reducing the amount of meat I eat","No","N/A",324.14,"GBP 54,000","3197","Yes",NA,NA,"This cause is the top priority","I do not think any EA resources should be devoted to this cause","This cause is the top priority","This cause deserves significant investment but less than the top priorities","I do not think any EA resources should be devoted to this cause","I do not think any EA resources should be devoted to this cause","This cause deserves significant investment but less than the top priorities","Not considered/Not at all sure",NA,"Other (please specify in the comment box)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None of these",NA,"Yes","Male","Atheist, agnostic or non-religious","Saudi Arabia","Other","Eat meat, but try to reduce the amount I eat","I do not think this is a priority, but I am glad some EAs are looking into it","No","240","51000"
"44","c35354f39595b4bbcd2979caed5051af",2192,"No","34","Consequentialist/utilitarian","Yes","Yes","Yes","No","No","No","Yes","No","","LessWrong","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Earning to Give","http://survey.effectivealtruismhub.com/?s=14","Yes","Male","Atheist, agnostic or non-religious","Germany","Berlin","Reducing the amount of meat I eat","Yes","No",750,"22000","3179","Yes","35",NA,"This cause is the top priority","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority",NA,NA,"LessWrong","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Earning to give","http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=survey-site-homepage","Yes","Male","Atheist, agnostic or non-religious","Germany","Other","Pescetarian","This cause deserves significant investment but less than the top priorities","No","150","30000"
"45","c3578dc83409a5d824928a2edadde4e3",2094,"Yes","26","No opinion, or not familiar with these terms","Yes","Yes","No","No","No","No","Yes","No","","TED Talk (Peter Singer)","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Research","http://survey.effectivealtruismhub.com/?eah-profiles","Yes","Female","Atheist, agnostic or non-religious","Australia","Perth","Reducing the amount of meat I eat","No","No",400,"30000","160","Yes","27",NA,"This cause is the top priority","This cause deserves significant investment but less than the top priorities","I do not think any EA resources should be devoted to this cause","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities",NA,"TED Talk","No","Yes","No","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","Research","http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=fbsample","Yes","Female","Atheist, agnostic or non-religious","Australia","Other","Eat meat, but try to reduce the amount I eat","This cause deserves significant investment but less than the top priorities","No","5441","65000"
"46","c60ade3b5b9887b61a258d51bf4a23f8",2228,"Yes","19","Consequentialist/utilitarian","No","No","Yes","No","No","Yes","Yes","Yes","","80,000 Hours","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Other","http://survey.effectivealtruismhub.com/?eah-profiles","Yes","Female","Atheist, agnostic or non-religious","United States","Pennsylvania Furnace","","No","Yes",NA,"","977","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,"http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=SSC","Yes",NA,NA,NA,NA,NA,NA,"N/A",NA,NA
"47","cb179cee999457abe7189ddcc7f3484a",2092,"Yes","26","Consequentialist/utilitarian","Yes","No","No","No","No","Yes","Yes","Yes","","80,000 Hours","Yes","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Other","http://survey.effectivealtruismhub.com/?tf~c","Yes","Female","Atheist, agnostic or non-religious","United Kingdom","Oxford","Vegetarian","Yes","Yes",240,"£500","2228","Yes","28",NA,"This cause is the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is near the top priority","80,000 Hours","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None of these",NA,"Yes","Female","Atheist, agnostic or non-religious","UK","Other","Vegetarian","This cause deserves significant investment but less than the top priorities","Yes",NA,NA
"48","d5a3401d7bbb45f29c8c340e62f9dcb9",2374,"Yes","22","Other","No","No","No","No","Yes","No","No","No","","TED Talk (Peter Singer)","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Research","http://survey.effectivealtruismhub.com/?s=14","Yes","Male","Buddhist","Norway","Tromsø","Vegan","Yes","No",727,"7901","282","Yes","23","Anti-realism (error theory)","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think any EA resources should be devoted to this cause","This cause deserves significant investment but less than the top priorities","Not considered/Not at all sure","This cause is near the top priority","This cause is near the top priority","Not considered/Not at all sure","Not considered/Not at all sure",NA,"TED Talk","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","No","Yes",NA,"http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=fbsample","Yes","Male","Atheist, agnostic or non-religious","Norway","Other","Vegan","This cause is near the top priority","No","520","10165"
"49","d64bd0f824516e7dd687a833f0a4eabd",2586,"Yes","22","Consequentialist/utilitarian","Yes","Yes","No","No","No","No","No","No","","","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Direct charity/non-profit work","http://survey.effectivealtruismhub.com/","Yes","Male","Atheist, agnostic or non-religious","United States","Bloomington","Vegetarian","Yes","No",NA,"","3272","Yes","23","Realism","This cause is the top priority","This cause is near the top priority","This cause is near the top priority","This cause deserves significant investment but less than the top priorities","I do not think any EA resources should be devoted to this cause","I do not think any EA resources should be devoted to this cause","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it",NA,"Book/article/blog post etc. (please specify which, if you can)","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Direct charity/non-profit work",NA,"Yes","Male","Atheist, agnostic or non-religious","USA",NA,"Vegetarian","I do not think this is a priority, but I am glad some EAs are looking into it","No",NA,NA
